id,vt,special,suffix,date,dir,path,timestamp,md5
039527-metasys-20120619-bri,39527,0,metasys-20120619-bri,20120619,20120619,20120619/039527-M-pyramid.tiff,1343699597,91ce56be5483e5e85a29d32f185ab7d8
039521-metasys-20120619A-bri,39521,0,metasys-20120619A-bri,20120619,20120619,20120619/039521~A-M-pyramid.tiff,1343699303,b1cdafc038a4b57721793417abdee31e
037654-metasys-20120619A-bri,37654,0,metasys-20120619A-bri,20120619,20120619,20120619/037654~A-M-pyramid.tiff,1343695837,7a6dae0d08b7f3bc94278c08e544a8e5
015163-metasys-20120619A-bri,15163,0,metasys-20120619A-bri,20120619,20120619,20120619/015163~A-M-pyramid.tiff,1343659832,6b007d81e551b62166172894f146db8a
013033-metasys-20120619-bri,13033,0,metasys-20120619-bri,20120619,20120619,20120619/013033-M-pyramid.tiff,1343653134,fab2b29df3ece31e5eb4fb4be9d17af4
039527-metasys-20120619A-bri,39527,0,metasys-20120619A-bri,20120619,20120619,20120619/039527~A-M-pyramid.tiff,1343699876,8991a4516e0952b565ff8120bf4a12af
039485-metasys-20120619-bri,39485,0,metasys-20120619-bri,20120619,20120619,20120619/039485-M-pyramid.tiff,1343696617,21e43f3f8aaacfbc30855984e18b6f62
039540-metasys-20120619A-bri,39540,0,metasys-20120619A-bri,20120619,20120619,20120619/039540~A-M-pyramid.tiff,1343701039,05b0d926bfd77fafb7d88ab3633eda76
063212-metasys-20120619-bri,63212,0,metasys-20120619-bri,20120619,20120619,20120619/063212-M-pyramid.tiff,1343746424,ddc179dbf398274f6b6ea373555385dc
042724-metasys-20120619-bri,42724,0,metasys-20120619-bri,20120619,20120619,20120619/042724-M-pyramid.tiff,1343711016,9d129e9a345df16497ff54f84f0da20e
046165-metasys-20120619A-bri,46165,0,metasys-20120619A-bri,20120619,20120619,20120619/046165~A-M-pyramid.tiff,1343716185,657a283e1f9351a16acc49ecdf78d3da
026726-metasys-20120619A-bri,26726,0,metasys-20120619A-bri,20120619,20120619,20120619/026726~A-M-pyramid.tiff,1343671071,2f7bf7b88ca7c0be4af8cf6b4ef3e378
057063-metasys-20120619-bri,57063,0,metasys-20120619-bri,20120619,20120619,20120619/057063-M-pyramid.tiff,1343728929,b6fdb5d145d310e70f8f15dde11159c2
039487-metasys-20120619A-bri,39487,0,metasys-20120619A-bri,20120619,20120619,20120619/039487~A-M-pyramid.tiff,1343697494,f3a01bf3adb3bd4b0f16c0c6b06c69cb
039494-metasys-20120619A-bri,39494,0,metasys-20120619A-bri,20120619,20120619,20120619/039494~A-M-pyramid.tiff,1343698291,d59aabd0ebdba63763f3b29c2a830fce
015160-metasys-20120619-bri,15160,0,metasys-20120619-bri,20120619,20120619,20120619/015160-M-pyramid.tiff,1343658627,7c6424b756d12ba62b88fcf115f4ba6b
054846-metasys-20120619-bri,54846,0,metasys-20120619-bri,20120619,20120619,20120619/054846-M-pyramid.tiff,1343724237,f35fba14c5d8161f1ba26b7a5ca1bfd7
2664-metasys-20120619A-bri,2664,0,metasys-20120619A-bri,20120619,20120619,20120619/2664~A-M-pyramid.tiff,1343749684,4fffff4d6ec394184aea0c827e3fc4bb
027870-metasys-20120619-bri,27870,0,metasys-20120619-bri,20120619,20120619,20120619/027870-M-pyramid.tiff,1343680867,fd8acdb67046fee913fd1506d7e7629c
056759-metasys-20120619-bri,56759,0,metasys-20120619-bri,20120619,20120619,20120619/056759-M-pyramid.tiff,1343725204,c9adcc1b87508f1d81b09e8f9c1c195a
042358-metasys-20120619A-bri,42358,0,metasys-20120619A-bri,20120619,20120619,20120619/042358~A-M-pyramid.tiff,1343709829,e5da55a5cfb67db0a17c6fa32fedcf61
056785-metasys-20120619-bri,56785,0,metasys-20120619-bri,20120619,20120619,20120619/056785-M-pyramid.tiff,1343727160,af2f20e2231c99b5feb72e2f56565aca
029790-metasys-20120619A-bri,29790,0,metasys-20120619A-bri,20120619,20120619,20120619/029790~A-M-pyramid.tiff,1343684747,8965051ef51a32609e946af979315c15
039487-metasys-20120619-bri,39487,0,metasys-20120619-bri,20120619,20120619,20120619/039487-M-pyramid.tiff,1343697200,b1ddead0cc13ac3f2da2cf0ad0be9a87
054842-metasys-20120619-bri,54842,0,metasys-20120619-bri,20120619,20120619,20120619/054842-M-pyramid.tiff,1343723713,8caae3fd81dbf4292a9e2200a796096b
039529-metasys-20120619A-bri,39529,0,metasys-20120619A-bri,20120619,20120619,20120619/039529~A-M-pyramid.tiff,1343700463,bf17fa59fda4efbae824b299591a2fd7
027311-metasys-20120619A-bri,27311,0,metasys-20120619A-bri,20120619,20120619,20120619/027311~A-M-pyramid.tiff,1343677829,14a93960f6785467e76574a132a06ac7
050105-metasys-20120619A-bri,50105,0,metasys-20120619A-bri,20120619,20120619,20120619/050105~A-M-pyramid.tiff,1343720813,4367c68a651ba9455ea964b7af517050
040574-metasys-20120619A-bri,40574,0,metasys-20120619A-bri,20120619,20120619,20120619/040574~A-M-pyramid.tiff,1343705267,3568077b97f6e1897371fc8b14be6347
014341-metasys-20120619A-bri,14341,0,metasys-20120619A-bri,20120619,20120619,20120619/014341~A-M-pyramid.tiff,1343655739,60f6fe567231d22e4136f0742a1e5c08
057072-metasys-20120619A-bri,57072,0,metasys-20120619A-bri,20120619,20120619,20120619/057072~A-M-pyramid.tiff,1343729679,4fbe857c7a035f26e8d22064076a5529
046220-metasys-20120619A-bri,46220,0,metasys-20120619A-bri,20120619,20120619,20120619/046220~A-M-pyramid.tiff,1343716766,ae82a899e327f3d796cbce32c8c85ae0
030541-metasys-20120619A-bri,30541,0,metasys-20120619A-bri,20120619,20120619,20120619/030541~A-M-pyramid.tiff,1343687296,109112e2a4de647ba256c36d3ebaf0cf
056808-metasys-20120619-bri,56808,0,metasys-20120619-bri,20120619,20120619,20120619/056808-M-pyramid.tiff,1343728049,0e8f4b8a57644eac585ff02d773a9fa5
014341-metasys-20120619-bri,14341,0,metasys-20120619-bri,20120619,20120619,20120619/014341-M-pyramid.tiff,1343655392,2bf4a16ac97e47c9aaab4514b8888bce
030541-metasys-20120619-bri,30541,0,metasys-20120619-bri,20120619,20120619,20120619/030541-M-pyramid.tiff,1343686979,e14227e95aa3db6bcd8eda47f34da672
056785-metasys-20120619A-bri,56785,0,metasys-20120619A-bri,20120619,20120619,20120619/056785~A-M-pyramid.tiff,1343727378,49a821e30a50f4382919a26916e5a6c5
039497-metasys-20120619A-bri,39497,0,metasys-20120619A-bri,20120619,20120619,20120619/039497~A-M-pyramid.tiff,1343698798,14d77dd889a0b377eddaf566ad971c5c
033785-metasys-20120619B-bri,33785,0,metasys-20120619B-bri,20120619,20120619,20120619/033785~B-M-pyramid.tiff,1343690386,6be2543281de310467772e910fac3649
1966-metasys-20120619A-bri,1966,0,metasys-20120619A-bri,20120619,20120619,20120619/1966~A-M-pyramid.tiff,1343747602,bdee9f1b6014df6c706277c53e5cc45f
014970-metasys-20120619A-bri,14970,0,metasys-20120619A-bri,20120619,20120619,20120619/014970~A-M-pyramid.tiff,1343658310,b217898b9fc3c5be71871d08ab6221b6
27273-metasys-20120619A-bri,27273,0,metasys-20120619A-bri,20120619,20120619,20120619/27273~A-M-pyramid.tiff,1343750037,060a27b66197689407cbd3acb6ca4b22
2483-metasys-20120619A-bri,2483,0,metasys-20120619A-bri,20120619,20120619,20120619/2483~A-M-pyramid.tiff,1343748760,47e4c23e37c91303fa06c7bd7e46ef32
040566-metasys-20120619A-bri,40566,0,metasys-20120619A-bri,20120619,20120619,20120619/040566~A-M-pyramid.tiff,1343703667,753ef3f164924376cb29d68ecaf9afcb
056808-metasys-20120619A-bri,56808,0,metasys-20120619A-bri,20120619,20120619,20120619/056808~A-M-pyramid.tiff,1343728263,e323b04c3aa27b0ab424c56c4df29b89
